played_at,track_artists,track_name,track_popularity,track_duration_ms,track_explicit,track_spotify_url,track_preview_url,track_track_number,track_uri,track_disc_number,track_href,track_id,track_is_local,track_external_ids_isrc,track_artists_uris,album_name,album_spotify_url,album_release_date,album_uri,album_id,album_href,album_release_date_precision,album_type,album_total_tracks,album_image_640x640_url,album_image_300x300_url,album_image_64x64_url,album_artist_spotify_url,album_artist_href,album_artist_id,album_artist_name,album_artist_uri,album_artists
2022-08-10T20:50:04.612Z,A.C.O & Charles Ans,De Madrugada,44,220757,False,https://open.spotify.com/track/280QqgbMrLeMs6B80mIPG2,https://p.scdn.co/mp3-preview/2a2868ee63f972d4e137e2549fbeae14a958a613?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,spotify:track:280QqgbMrLeMs6B80mIPG2,1,https://api.spotify.com/v1/tracks/280QqgbMrLeMs6B80mIPG2,280QqgbMrLeMs6B80mIPG2,False,ZZOPM2104696,A.C.O_spotify:artist:0x2z4hugJaiGdTP0lzhxvO & Charles Ans_spotify:artist:5lYeiQxUTcGKVgAuTqbTeL,De Madrugada,https://open.spotify.com/album/1tWIyjJX38WxDiIgyySy4P,2021-03-12,spotify:album:1tWIyjJX38WxDiIgyySy4P,1tWIyjJX38WxDiIgyySy4P,https://api.spotify.com/v1/albums/1tWIyjJX38WxDiIgyySy4P,day,single,1,https://i.scdn.co/image/ab67616d0000b273bdcefdeab6bfd90a7911ff09,https://i.scdn.co/image/ab67616d00001e02bdcefdeab6bfd90a7911ff09,https://i.scdn.co/image/ab67616d00004851bdcefdeab6bfd90a7911ff09,https://open.spotify.com/artist/0x2z4hugJaiGdTP0lzhxvO,https://api.spotify.com/v1/artists/0x2z4hugJaiGdTP0lzhxvO,0x2z4hugJaiGdTP0lzhxvO,A.C.O,spotify:artist:0x2z4hugJaiGdTP0lzhxvO,A.C.O & Charles Ans
2022-08-10T20:53:11.865Z,Bizarrap & Villano Antillano,"Villano Antillano: Bzrp Music Sessions, Vol. 51",89,187500,True,https://open.spotify.com/track/4hceSKjrkDTO0nMKFcb3sj,https://p.scdn.co/mp3-preview/2284a650c741c0cd786ac992f26764a08ab8f752?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,spotify:track:4hceSKjrkDTO0nMKFcb3sj,1,https://api.spotify.com/v1/tracks/4hceSKjrkDTO0nMKFcb3sj,4hceSKjrkDTO0nMKFcb3sj,False,UYB282201027,Bizarrap_spotify:artist:716NhGYqD1jl2wI1Qkgq36 & Villano Antillano_spotify:artist:1pi7nGhOM7PTHR5YEgXVGq,"Villano Antillano: Bzrp Music Sessions, Vol. 51",https://open.spotify.com/album/1tjIQcE1WoeRfI7t5QFRgR,2022-06-08,spotify:album:1tjIQcE1WoeRfI7t5QFRgR,1tjIQcE1WoeRfI7t5QFRgR,https://api.spotify.com/v1/albums/1tjIQcE1WoeRfI7t5QFRgR,day,single,1,https://i.scdn.co/image/ab67616d0000b273ab7954fdffcef5bb8e052f28,https://i.scdn.co/image/ab67616d00001e02ab7954fdffcef5bb8e052f28,https://i.scdn.co/image/ab67616d00004851ab7954fdffcef5bb8e052f28,https://open.spotify.com/artist/716NhGYqD1jl2wI1Qkgq36,https://api.spotify.com/v1/artists/716NhGYqD1jl2wI1Qkgq36,716NhGYqD1jl2wI1Qkgq36,Bizarrap,spotify:artist:716NhGYqD1jl2wI1Qkgq36,Bizarrap & Villano Antillano
2022-08-10T20:56:16.488Z,Cartel De Santa,Vato Sencillo,63,183093,False,https://open.spotify.com/track/1QkDbaPjLHycyBsJzOHexj,https://p.scdn.co/mp3-preview/1aa99b0f9253ab878b84f111221e9f01e44be38d?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,9,spotify:track:1QkDbaPjLHycyBsJzOHexj,1,https://api.spotify.com/v1/tracks/1QkDbaPjLHycyBsJzOHexj,1QkDbaPjLHycyBsJzOHexj,False,MXF010800917,Cartel De Santa_spotify:artist:07PdYoE4jVRF6Ut40GgVSP,Vol. 4,https://open.spotify.com/album/7LP8ofOXYH2AGzc8ZCt0Oe,2008-12-06,spotify:album:7LP8ofOXYH2AGzc8ZCt0Oe,7LP8ofOXYH2AGzc8ZCt0Oe,https://api.spotify.com/v1/albums/7LP8ofOXYH2AGzc8ZCt0Oe,day,album,13,https://i.scdn.co/image/ab67616d0000b273ca5c95ef4943f338ef029cf9,https://i.scdn.co/image/ab67616d00001e02ca5c95ef4943f338ef029cf9,https://i.scdn.co/image/ab67616d00004851ca5c95ef4943f338ef029cf9,https://open.spotify.com/artist/07PdYoE4jVRF6Ut40GgVSP,https://api.spotify.com/v1/artists/07PdYoE4jVRF6Ut40GgVSP,07PdYoE4jVRF6Ut40GgVSP,Cartel De Santa,spotify:artist:07PdYoE4jVRF6Ut40GgVSP,Cartel De Santa
2022-08-10T21:00:34.381Z,Bipo Montana,This Shit Is Going Down,29,258068,True,https://open.spotify.com/track/4xUQWEM6Oa5EUO0JWDHEAb,https://p.scdn.co/mp3-preview/01c9488015decc97b3f6704ed0299d50594c0736?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,spotify:track:4xUQWEM6Oa5EUO0JWDHEAb,1,https://api.spotify.com/v1/tracks/4xUQWEM6Oa5EUO0JWDHEAb,4xUQWEM6Oa5EUO0JWDHEAb,False,US7VG1953575,Bipo Montana_spotify:artist:6JG2QQcaQBzinELNvu9PRk,This Shit Is Going Down,https://open.spotify.com/album/31bam7Kck1oq45lQ5aqFc3,2019-02-22,spotify:album:31bam7Kck1oq45lQ5aqFc3,31bam7Kck1oq45lQ5aqFc3,https://api.spotify.com/v1/albums/31bam7Kck1oq45lQ5aqFc3,day,single,1,https://i.scdn.co/image/ab67616d0000b27309ef44aef606379a382d65e5,https://i.scdn.co/image/ab67616d00001e0209ef44aef606379a382d65e5,https://i.scdn.co/image/ab67616d0000485109ef44aef606379a382d65e5,https://open.spotify.com/artist/6JG2QQcaQBzinELNvu9PRk,https://api.spotify.com/v1/artists/6JG2QQcaQBzinELNvu9PRk,6JG2QQcaQBzinELNvu9PRk,Bipo Montana,spotify:artist:6JG2QQcaQBzinELNvu9PRk,Bipo Montana
2022-08-10T21:03:32.830Z,Bizarrap & Snow Tha Product,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",75,177442,True,https://open.spotify.com/track/3ke6it1vTmHtz2ApcIVUz5,https://p.scdn.co/mp3-preview/8569ef9376f2f800d8a2e37cb6e9ddf8d2370dbc?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,spotify:track:3ke6it1vTmHtz2ApcIVUz5,1,https://api.spotify.com/v1/tracks/3ke6it1vTmHtz2ApcIVUz5,3ke6it1vTmHtz2ApcIVUz5,False,UYB282101015,Bizarrap_spotify:artist:716NhGYqD1jl2wI1Qkgq36 & Snow Tha Product_spotify:artist:3p3jPcp8b7WL9XYj4xlsWj,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",https://open.spotify.com/album/3GN1tT5enSZQ6lMDtls3an,2021-04-28,spotify:album:3GN1tT5enSZQ6lMDtls3an,3GN1tT5enSZQ6lMDtls3an,https://api.spotify.com/v1/albums/3GN1tT5enSZQ6lMDtls3an,day,single,1,https://i.scdn.co/image/ab67616d0000b2730427a473bc9cec1a1df4d14b,https://i.scdn.co/image/ab67616d00001e020427a473bc9cec1a1df4d14b,https://i.scdn.co/image/ab67616d000048510427a473bc9cec1a1df4d14b,https://open.spotify.com/artist/716NhGYqD1jl2wI1Qkgq36,https://api.spotify.com/v1/artists/716NhGYqD1jl2wI1Qkgq36,716NhGYqD1jl2wI1Qkgq36,Bizarrap,spotify:artist:716NhGYqD1jl2wI1Qkgq36,Bizarrap & Snow Tha Product
2022-08-10T21:06:36.078Z,Nortec: Bostich + Fussible,Tijuana Sound Machine,53,182786,False,https://open.spotify.com/track/7HW7q9Vcgr3GlUV7PKHKOj,https://p.scdn.co/mp3-preview/3bb125f85bdfe9fb021abaf252cee9883a321c3e?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,4,spotify:track:7HW7q9Vcgr3GlUV7PKHKOj,1,https://api.spotify.com/v1/tracks/7HW7q9Vcgr3GlUV7PKHKOj,7HW7q9Vcgr3GlUV7PKHKOj,False,US66W0801094,Nortec: Bostich + Fussible_spotify:artist:3Jarv4dvk7d9k6AkqDUVJg,Tijuana Sound Machine (Nortec Collective Presents: Bostich+Fussible),https://open.spotify.com/album/4H3jCH55WS5z7CF6g144eV,2008-05-06,spotify:album:4H3jCH55WS5z7CF6g144eV,4H3jCH55WS5z7CF6g144eV,https://api.spotify.com/v1/albums/4H3jCH55WS5z7CF6g144eV,day,album,15,https://i.scdn.co/image/ab67616d0000b27319e01b3b6855543502b4fdcf,https://i.scdn.co/image/ab67616d00001e0219e01b3b6855543502b4fdcf,https://i.scdn.co/image/ab67616d0000485119e01b3b6855543502b4fdcf,https://open.spotify.com/artist/3Jarv4dvk7d9k6AkqDUVJg,https://api.spotify.com/v1/artists/3Jarv4dvk7d9k6AkqDUVJg,3Jarv4dvk7d9k6AkqDUVJg,Nortec: Bostich + Fussible,spotify:artist:3Jarv4dvk7d9k6AkqDUVJg,Nortec: Bostich + Fussible
2022-08-10T21:11:12.511Z,Young Joshua & iQlover & Jarabe kidd,G.R.O.D,17,276144,True,https://open.spotify.com/track/2X3bPyUV97q2ijxrf8Pprl,https://p.scdn.co/mp3-preview/2780e75deeae10c7bcb7022f612c15fdec3f56e9?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,spotify:track:2X3bPyUV97q2ijxrf8Pprl,1,https://api.spotify.com/v1/tracks/2X3bPyUV97q2ijxrf8Pprl,2X3bPyUV97q2ijxrf8Pprl,False,QZNJX2175628,Young Joshua_spotify:artist:5zS5vwSbu6RgEsXctO8USx & iQlover_spotify:artist:4f3gfMiBebyuTylgG4hHbq & Jarabe kidd_spotify:artist:5absue45Q798sotcg1d0FD,G.R.O.D,https://open.spotify.com/album/5MHvBMoXaYPDG7LaIFbnd9,2021-11-08,spotify:album:5MHvBMoXaYPDG7LaIFbnd9,5MHvBMoXaYPDG7LaIFbnd9,https://api.spotify.com/v1/albums/5MHvBMoXaYPDG7LaIFbnd9,day,single,1,https://i.scdn.co/image/ab67616d0000b273ee199f3ff858aec19f0192b9,https://i.scdn.co/image/ab67616d00001e02ee199f3ff858aec19f0192b9,https://i.scdn.co/image/ab67616d00004851ee199f3ff858aec19f0192b9,https://open.spotify.com/artist/5zS5vwSbu6RgEsXctO8USx,https://api.spotify.com/v1/artists/5zS5vwSbu6RgEsXctO8USx,5zS5vwSbu6RgEsXctO8USx,Young Joshua,spotify:artist:5zS5vwSbu6RgEsXctO8USx,Young Joshua & iQlover & Jarabe kidd
2022-08-10T21:14:16.873Z,Yoga Fire & Kamaro & Dee,Millón,35,183512,True,https://open.spotify.com/track/64WAtGEW18TZJypuDepkxe,https://p.scdn.co/mp3-preview/cea1910c2243bfbfe5714a396a8c697be8aa6277?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,spotify:track:64WAtGEW18TZJypuDepkxe,1,https://api.spotify.com/v1/tracks/64WAtGEW18TZJypuDepkxe,64WAtGEW18TZJypuDepkxe,False,QM6N22219503,Yoga Fire_spotify:artist:3AgxRYe2kXEfsZyB07hqJF & Kamaro_spotify:artist:7psBfCiJgjoSL9JMbTxqGU & Dee_spotify:artist:1jVhcHIGJuk16eqY1Mdtuk,Millón,https://open.spotify.com/album/0sWe9dI7ATIJcGmTVeeHv3,2022-06-03,spotify:album:0sWe9dI7ATIJcGmTVeeHv3,0sWe9dI7ATIJcGmTVeeHv3,https://api.spotify.com/v1/albums/0sWe9dI7ATIJcGmTVeeHv3,day,single,1,https://i.scdn.co/image/ab67616d0000b2732d9d1e251465d6802394db91,https://i.scdn.co/image/ab67616d00001e022d9d1e251465d6802394db91,https://i.scdn.co/image/ab67616d000048512d9d1e251465d6802394db91,https://open.spotify.com/artist/3AgxRYe2kXEfsZyB07hqJF,https://api.spotify.com/v1/artists/3AgxRYe2kXEfsZyB07hqJF,3AgxRYe2kXEfsZyB07hqJF,Yoga Fire,spotify:artist:3AgxRYe2kXEfsZyB07hqJF,Yoga Fire & Kamaro
2022-08-10T21:18:29.319Z,Acentoh,El Virus,0,251904,True,https://open.spotify.com/track/0weocHib1DiLJxotouublX,https://p.scdn.co/mp3-preview/6c7519d584b8a095c30667f4648dfc9db69510e0?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,spotify:track:0weocHib1DiLJxotouublX,1,https://api.spotify.com/v1/tracks/0weocHib1DiLJxotouublX,0weocHib1DiLJxotouublX,False,QZHZ31921270,Acentoh_spotify:artist:3GvnnMWCCQbhn7lPDlzqwA,El Virus,https://open.spotify.com/album/6ZR32MBRsbfjj9AJk04Rpd,2019-08-28,spotify:album:6ZR32MBRsbfjj9AJk04Rpd,6ZR32MBRsbfjj9AJk04Rpd,https://api.spotify.com/v1/albums/6ZR32MBRsbfjj9AJk04Rpd,day,single,1,https://i.scdn.co/image/ab67616d0000b273c3a38f87a3341db36bd47d45,https://i.scdn.co/image/ab67616d00001e02c3a38f87a3341db36bd47d45,https://i.scdn.co/image/ab67616d00004851c3a38f87a3341db36bd47d45,https://open.spotify.com/artist/3GvnnMWCCQbhn7lPDlzqwA,https://api.spotify.com/v1/artists/3GvnnMWCCQbhn7lPDlzqwA,3GvnnMWCCQbhn7lPDlzqwA,Acentoh,spotify:artist:3GvnnMWCCQbhn7lPDlzqwA,Acentoh
2022-08-10T21:21:59.976Z,Bad Bunny & Sech,Ignorantes,73,210606,True,https://open.spotify.com/track/38RIEav39FGi86jppxO0du,https://p.scdn.co/mp3-preview/012fea3bbc2e414af606c6658dcbf546240e3996?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,11,spotify:track:38RIEav39FGi86jppxO0du,1,https://api.spotify.com/v1/tracks/38RIEav39FGi86jppxO0du,38RIEav39FGi86jppxO0du,False,QM4TW2090210,Bad Bunny_spotify:artist:4q3ewBCX7sLwd24euuV69X & Sech_spotify:artist:77ziqFxp5gaInVrF2lj4ht,YHLQMDLG,https://open.spotify.com/album/5lJqux7orBlA1QzyiBGti1,2020-02-29,spotify:album:5lJqux7orBlA1QzyiBGti1,5lJqux7orBlA1QzyiBGti1,https://api.spotify.com/v1/albums/5lJqux7orBlA1QzyiBGti1,day,album,20,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,https://i.scdn.co/image/ab67616d00001e02548f7ec52da7313de0c5e4a0,https://i.scdn.co/image/ab67616d00004851548f7ec52da7313de0c5e4a0,https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X,https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X,4q3ewBCX7sLwd24euuV69X,Bad Bunny,spotify:artist:4q3ewBCX7sLwd24euuV69X,Bad Bunny
2022-08-10T21:24:36.014Z,Ana Tijoux,Antifa Dance,39,155689,False,https://open.spotify.com/track/3OfJ6ja2JtoQ7SDwNY4MTO,https://p.scdn.co/mp3-preview/8cbe400f9c0f8bcf22f64d153f956f58c7804dc6?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,spotify:track:3OfJ6ja2JtoQ7SDwNY4MTO,1,https://api.spotify.com/v1/tracks/3OfJ6ja2JtoQ7SDwNY4MTO,3OfJ6ja2JtoQ7SDwNY4MTO,False,ES71G2011916,Ana Tijoux_spotify:artist:40JMTpVRUw90SrN4pFA6Mz,Antifa Dance,https://open.spotify.com/album/5Ex8ADFhgsJVFkI5eHeQq1,2020-03-20,spotify:album:5Ex8ADFhgsJVFkI5eHeQq1,5Ex8ADFhgsJVFkI5eHeQq1,https://api.spotify.com/v1/albums/5Ex8ADFhgsJVFkI5eHeQq1,day,single,1,https://i.scdn.co/image/ab67616d0000b27311e7b819aff4ca90a9c772a6,https://i.scdn.co/image/ab67616d00001e0211e7b819aff4ca90a9c772a6,https://i.scdn.co/image/ab67616d0000485111e7b819aff4ca90a9c772a6,https://open.spotify.com/artist/40JMTpVRUw90SrN4pFA6Mz,https://api.spotify.com/v1/artists/40JMTpVRUw90SrN4pFA6Mz,40JMTpVRUw90SrN4pFA6Mz,Ana Tijoux,spotify:artist:40JMTpVRUw90SrN4pFA6Mz,Ana Tijoux
2022-08-10T21:28:26.364Z,Don Kalavera,Konfesiones 3.0,2,230033,False,https://open.spotify.com/track/6fuP0mT8eOWLz6qI1Z8YQ8,https://p.scdn.co/mp3-preview/0ada6e893d4bdd66db6c91454eb48c8afee6a375?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,spotify:track:6fuP0mT8eOWLz6qI1Z8YQ8,1,https://api.spotify.com/v1/tracks/6fuP0mT8eOWLz6qI1Z8YQ8,6fuP0mT8eOWLz6qI1Z8YQ8,False,USANG2181666,Don Kalavera_spotify:artist:2nJOVl8u7PntefIs1Uwb4z,Konfesiones 3.0,https://open.spotify.com/album/2UjDmu0n9e2vBlEgqrITKV,2021-02-25,spotify:album:2UjDmu0n9e2vBlEgqrITKV,2UjDmu0n9e2vBlEgqrITKV,https://api.spotify.com/v1/albums/2UjDmu0n9e2vBlEgqrITKV,day,single,1,https://i.scdn.co/image/ab67616d0000b273eabc13adc3a013dfd0ec66a5,https://i.scdn.co/image/ab67616d00001e02eabc13adc3a013dfd0ec66a5,https://i.scdn.co/image/ab67616d00004851eabc13adc3a013dfd0ec66a5,https://open.spotify.com/artist/2nJOVl8u7PntefIs1Uwb4z,https://api.spotify.com/v1/artists/2nJOVl8u7PntefIs1Uwb4z,2nJOVl8u7PntefIs1Uwb4z,Don Kalavera,spotify:artist:2nJOVl8u7PntefIs1Uwb4z,Don Kalavera
2022-08-10T21:31:28.723Z,El Ezequiel,Bichis,40,181314,True,https://open.spotify.com/track/5wTT2AM1SZVi4ILmZLzGN7,https://p.scdn.co/mp3-preview/f1b19f37d8d9e38d9809bb6f10c1b799a7e2980a?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,1,spotify:track:5wTT2AM1SZVi4ILmZLzGN7,1,https://api.spotify.com/v1/tracks/5wTT2AM1SZVi4ILmZLzGN7,5wTT2AM1SZVi4ILmZLzGN7,False,TCAEO1989059,El Ezequiel_spotify:artist:5fEXlQQjFkAH2xuBUGxOTw,Bichis,https://open.spotify.com/album/6q98n4CPnKFwjBHNiZp4Xd,2019,spotify:album:6q98n4CPnKFwjBHNiZp4Xd,6q98n4CPnKFwjBHNiZp4Xd,https://api.spotify.com/v1/albums/6q98n4CPnKFwjBHNiZp4Xd,year,single,1,https://i.scdn.co/image/ab67616d0000b2738ebad5d576989c24267dd711,https://i.scdn.co/image/ab67616d00001e028ebad5d576989c24267dd711,https://i.scdn.co/image/ab67616d000048518ebad5d576989c24267dd711,https://open.spotify.com/artist/5fEXlQQjFkAH2xuBUGxOTw,https://api.spotify.com/v1/artists/5fEXlQQjFkAH2xuBUGxOTw,5fEXlQQjFkAH2xuBUGxOTw,El Ezequiel,spotify:artist:5fEXlQQjFkAH2xuBUGxOTw,El Ezequiel
2022-08-10T21:34:10.071Z,Iluminatik,Con Que Cara,6,160700,True,https://open.spotify.com/track/5ePJXddohNcxmgVJX9S1LL,https://p.scdn.co/mp3-preview/742e6cd604a7cb4e15b12a3613aa9c819e2e45c1?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,6,spotify:track:5ePJXddohNcxmgVJX9S1LL,1,https://api.spotify.com/v1/tracks/5ePJXddohNcxmgVJX9S1LL,5ePJXddohNcxmgVJX9S1LL,False,ESA011921849,Iluminatik_spotify:artist:0N6H5exnFMoW4yNQ3vDJ3Z,Barsmagedon,https://open.spotify.com/album/7Mz1geAbnUUcBLwqRSGX80,2019-04-12,spotify:album:7Mz1geAbnUUcBLwqRSGX80,7Mz1geAbnUUcBLwqRSGX80,https://api.spotify.com/v1/albums/7Mz1geAbnUUcBLwqRSGX80,day,album,21,https://i.scdn.co/image/ab67616d0000b27371b73251eb55f4625f969f62,https://i.scdn.co/image/ab67616d00001e0271b73251eb55f4625f969f62,https://i.scdn.co/image/ab67616d0000485171b73251eb55f4625f969f62,https://open.spotify.com/artist/0N6H5exnFMoW4yNQ3vDJ3Z,https://api.spotify.com/v1/artists/0N6H5exnFMoW4yNQ3vDJ3Z,0N6H5exnFMoW4yNQ3vDJ3Z,Iluminatik,spotify:artist:0N6H5exnFMoW4yNQ3vDJ3Z,Iluminatik
2022-08-10T21:37:35.939Z,MC Davo & C-Kan,Round 3 (feat. C-Kan),40,205568,True,https://open.spotify.com/track/5J3VmVOxehILdyopYBKMpb,https://p.scdn.co/mp3-preview/04f90703146933c5852ba4f3453847440855d44f?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,3,spotify:track:5J3VmVOxehILdyopYBKMpb,1,https://api.spotify.com/v1/tracks/5J3VmVOxehILdyopYBKMpb,5J3VmVOxehILdyopYBKMpb,False,MXF151700265,MC Davo_spotify:artist:3TGeuw7OmACouH5JAKkX7I & C-Kan_spotify:artist:1QhaqxeqF9sipS2gwbEKpu,Las 2 Caras,https://open.spotify.com/album/7M04t4xMjE20Hv65mLUVlK,2017-09-08,spotify:album:7M04t4xMjE20Hv65mLUVlK,7M04t4xMjE20Hv65mLUVlK,https://api.spotify.com/v1/albums/7M04t4xMjE20Hv65mLUVlK,day,album,12,https://i.scdn.co/image/ab67616d0000b2733ef63df78258445a0f8e9894,https://i.scdn.co/image/ab67616d00001e023ef63df78258445a0f8e9894,https://i.scdn.co/image/ab67616d000048513ef63df78258445a0f8e9894,https://open.spotify.com/artist/3TGeuw7OmACouH5JAKkX7I,https://api.spotify.com/v1/artists/3TGeuw7OmACouH5JAKkX7I,3TGeuw7OmACouH5JAKkX7I,MC Davo,spotify:artist:3TGeuw7OmACouH5JAKkX7I,MC Davo
2022-08-10T21:41:18.371Z,Remik Gonzalez,A Ver Si No,36,222026,True,https://open.spotify.com/track/3IqWGEBsFBBm7GunXG4CVd,https://p.scdn.co/mp3-preview/7de67469700136243c674980cae9bc71b0444737?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,11,spotify:track:3IqWGEBsFBBm7GunXG4CVd,1,https://api.spotify.com/v1/tracks/3IqWGEBsFBBm7GunXG4CVd,3IqWGEBsFBBm7GunXG4CVd,False,usdy41746413,Remik Gonzalez_spotify:artist:4Hzj6dfl1y5x5TzCSsvLB6,High Con Class XIII,https://open.spotify.com/album/5PZxScqkkCa4bjdZcq9fuh,2017-05-17,spotify:album:5PZxScqkkCa4bjdZcq9fuh,5PZxScqkkCa4bjdZcq9fuh,https://api.spotify.com/v1/albums/5PZxScqkkCa4bjdZcq9fuh,day,album,13,https://i.scdn.co/image/ab67616d0000b273ef7cec265c47368fe04a82a2,https://i.scdn.co/image/ab67616d00001e02ef7cec265c47368fe04a82a2,https://i.scdn.co/image/ab67616d00004851ef7cec265c47368fe04a82a2,https://open.spotify.com/artist/4Hzj6dfl1y5x5TzCSsvLB6,https://api.spotify.com/v1/artists/4Hzj6dfl1y5x5TzCSsvLB6,4Hzj6dfl1y5x5TzCSsvLB6,Remik Gonzalez,spotify:artist:4Hzj6dfl1y5x5TzCSsvLB6,Remik Gonzalez
2022-08-10T21:44:05.731Z,Remik Gonzalez & Jay Romero,Pinche Vago,18,167500,True,https://open.spotify.com/track/14caNW7a2eNEjUChgcDG01,https://p.scdn.co/mp3-preview/b67b48bb7e0964351c034c64b16e735fbe9defe8?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,12,spotify:track:14caNW7a2eNEjUChgcDG01,1,https://api.spotify.com/v1/tracks/14caNW7a2eNEjUChgcDG01,14caNW7a2eNEjUChgcDG01,False,QZHZ51954098,Remik Gonzalez_spotify:artist:4Hzj6dfl1y5x5TzCSsvLB6 & Jay Romero_spotify:artist:4VECwDIJ0DYczPqCyP85kQ,Perro Sin Cadena,https://open.spotify.com/album/5huUeSyl92U55yMr8WKvYv,2019-12-13,spotify:album:5huUeSyl92U55yMr8WKvYv,5huUeSyl92U55yMr8WKvYv,https://api.spotify.com/v1/albums/5huUeSyl92U55yMr8WKvYv,day,album,14,https://i.scdn.co/image/ab67616d0000b2734870f1774d6ccdb458f8c47d,https://i.scdn.co/image/ab67616d00001e024870f1774d6ccdb458f8c47d,https://i.scdn.co/image/ab67616d000048514870f1774d6ccdb458f8c47d,https://open.spotify.com/artist/4Hzj6dfl1y5x5TzCSsvLB6,https://api.spotify.com/v1/artists/4Hzj6dfl1y5x5TzCSsvLB6,4Hzj6dfl1y5x5TzCSsvLB6,Remik Gonzalez,spotify:artist:4Hzj6dfl1y5x5TzCSsvLB6,Remik Gonzalez
2022-08-10T21:48:01.625Z,Cartel De Santa & Sinful,Conexión Vieja Escuela (feat. Sinful),43,235226,False,https://open.spotify.com/track/3A1CiVw4NdW6dKuMjftnJc,https://p.scdn.co/mp3-preview/e418db816f7b062e79872234609dc293583667c9?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,10,spotify:track:3A1CiVw4NdW6dKuMjftnJc,1,https://api.spotify.com/v1/tracks/3A1CiVw4NdW6dKuMjftnJc,3A1CiVw4NdW6dKuMjftnJc,False,MXF010600010,Cartel De Santa_spotify:artist:07PdYoE4jVRF6Ut40GgVSP & Sinful_spotify:artist:0Pe4PWfk1dWblSMuxQbKt2,Volumen Prohibido,https://open.spotify.com/album/1s6Kp6CZX6bvDSfXHxhrMW,2007,spotify:album:1s6Kp6CZX6bvDSfXHxhrMW,1s6Kp6CZX6bvDSfXHxhrMW,https://api.spotify.com/v1/albums/1s6Kp6CZX6bvDSfXHxhrMW,year,album,12,https://i.scdn.co/image/ab67616d0000b273e1e6cd129bc407cbd55c15fa,https://i.scdn.co/image/ab67616d00001e02e1e6cd129bc407cbd55c15fa,https://i.scdn.co/image/ab67616d00004851e1e6cd129bc407cbd55c15fa,https://open.spotify.com/artist/07PdYoE4jVRF6Ut40GgVSP,https://api.spotify.com/v1/artists/07PdYoE4jVRF6Ut40GgVSP,07PdYoE4jVRF6Ut40GgVSP,Cartel De Santa,spotify:artist:07PdYoE4jVRF6Ut40GgVSP,Cartel De Santa
2022-08-10T21:53:30.862Z,Rxnde Akozta & Lil Supa,Caimanes & Caballos,36,328436,True,https://open.spotify.com/track/5cLRHZgsVwy5woDqNhFdOu,https://p.scdn.co/mp3-preview/6ad06e530d29273a53e52808b37b00078cb83c32?cid=5a0ffed4bc0642d794ffd4ab473c1b8f,10,spotify:track:5cLRHZgsVwy5woDqNhFdOu,1,https://api.spotify.com/v1/tracks/5cLRHZgsVwy5woDqNhFdOu,5cLRHZgsVwy5woDqNhFdOu,False,ushm81805732,Rxnde Akozta_spotify:artist:5YO3yQx97KLLE9zJYa4jaU & Lil Supa_spotify:artist:0qHbO3z6lgLE6ZYCkQBo1K,Que Bolá Asere,https://open.spotify.com/album/6u9HV0DdUiLg86PCG6BaOm,2018-07-27,spotify:album:6u9HV0DdUiLg86PCG6BaOm,6u9HV0DdUiLg86PCG6BaOm,https://api.spotify.com/v1/albums/6u9HV0DdUiLg86PCG6BaOm,day,album,15,https://i.scdn.co/image/ab67616d0000b273abf3e0d6db14d7a2b7d5c34d,https://i.scdn.co/image/ab67616d00001e02abf3e0d6db14d7a2b7d5c34d,https://i.scdn.co/image/ab67616d00004851abf3e0d6db14d7a2b7d5c34d,https://open.spotify.com/artist/5YO3yQx97KLLE9zJYa4jaU,https://api.spotify.com/v1/artists/5YO3yQx97KLLE9zJYa4jaU,5YO3yQx97KLLE9zJYa4jaU,Rxnde Akozta,spotify:artist:5YO3yQx97KLLE9zJYa4jaU,Rxnde Akozta
